port1,port2,sim_score
HELSINGBORG,FALKENBERG,0.9830618964137526
RAUMA,KOKKOLA,0.983055010913325
HALMSTAD,FALKENBERG,0.9829719118871094
UUSIKAUPUNKI/NYSTAD,HUDIKSVALL,0.9829524344339159
HUDIKSVALL,KOKKOLA,0.9827128262388221
TROLLHÄTTAN,LÖDÖSE,0.9824718020266081
Yuzhnyy,Belgorod-Dnestrovskiy,0.9823216869720938
Ilyichevsk,Odessa,0.9822528184641135
Beykoz,Maltepe,0.9820320053799839
VENTSPILS,UST-LUGA,0.982021394189899
LANDSKRONA,FALKENBERG,0.9820085623799397
Tuzla,Bandirmar,0.9819955069722706
HELSINGÖR,FALKENBERG,0.9818906863878397
Yali Island,Gocek,0.9818039986893266
HÖGANÄS,ÅMÅL,0.981796627727865
KALAJOKI,SKELLEFTEHAMN,0.9816551889712187
MUSSALO,KARLSBORG,0.9815818979998752
MALMÖ,HALMSTAD,0.9815289218435589
HARGSHAMN,ÖREGRUND,0.9815271465999236
RAUMA,MARIEHAMN,0.9815228130178114
MALMÖ,VARBERG,0.9814554807019646
SILLAMÄE,UST-LUGA,0.9813644567116094
UUSIKAUPUNKI/NYSTAD,HOLMSUND,0.9812755508937483
Agio Theodoroi,Eleusis,0.9812684030423507
SUNDSVALL,SÖRÅKER,0.9812207831417812
YSTAD,UST-LUGA,0.9811816590132341
HOLMSUND,PORI/MÄNTYLUOTO,0.9811789816513043
MUSSALO,HAMINA,0.9811094713885289
VAASA,OULU,0.9810023760869737
LYSEKIL,STENUNGSUND,0.9809800651225102
HALMSTAD,BROFJORDEN,0.9808808996684437
Sinop,Cide,0.9804545389616126
MARIEHAMN,HARAHOLMEN,0.980444224684098
Tasucu,Latchi,0.9801666638281986
Eckerö,RAUMA,0.9798821820679681
VÄSTERVIK,VENTSPILS,0.9798403936691862
GRENÅ,STRÖMSTAD,0.979584995951952
HUDIKSVALL,PORI/MÄNTYLUOTO,0.9793650749908385
Skopelos,Limni,0.979200386791012
Eckerö,OULU,0.9789468500433178
Eckerö,VAASA,0.9788599648165601
Yali Island,Marmaris,0.9788174530097791
Tuzla,Maltepe,0.9785317387483177
VISBY,SAINT PETERSBURG,0.9785118222821982
ÖRNSKÖLDSVIK,RUNDVIK,0.9784577144436024
MARIESTAD,OTTERBÄCKEN,0.9784251732120302
Ayancik,Cide,0.9781607616789172
RAUMA,HOLMSUND,0.9780199163821517
YSTAD,TRELLEBORG,0.9779072318195176
FREDRIKSHAMN,BROFJORDEN,0.9778707747598961
RAUMA,PORI/MÄNTYLUOTO,0.9776338695479609
MALMÖ,FALKENBERG,0.9775071252438744
HELSINKI/HELSINGFORS,SKÖLDVIK,0.9774515993618885
RAUMA,OULU,0.977450591650404
VAASA,GRISSLEHAMN,0.9774033286551447
SKÖLDVIK,SAINT PETERSBURG,0.9773867752297654
Derince,Bandirmar,0.9773540166556883
Ambarli,Maltepe,0.9773366583601634
GRISSLEHAMN,PORI/MÄNTYLUOTO,0.9772428381237558
SKOGHALL,KRISTINEHAMN,0.977144404062852
LIDKÖPING,SKOGHALL,0.9771294118789782
Erdek,Bandirmar,0.9770453845609204
Kalimnos Island,Fethiye,0.9770360747939049
KIEL,SKÖLDVIK,0.976995295180319
PIETARSAARI,OULU,0.9769863044917991
GRISSLEHAMN,LULEÅ,0.9767727884614175
UUSIKAUPUNKI/NYSTAD,KASKINEN,0.9766447123584636
MARIEHAMN,UUSIKAUPUNKI/NYSTAD,0.9765357397443001
Eckerö,KASKINEN,0.9765253304911438
VISBY,PORI/MÄNTYLUOTO,0.9765035196758961
Saida,Ej Jiye,0.9764780984023693
PORI/MÄNTYLUOTO,SKELLEFTEHAMN,0.9764431670086358
Yali Island,Patmos,0.9764194023689698
Reni,Sulina (Port Et Zone Franche),0.976415710459682
VISBY,KOKKOLA,0.9764132445756435
RONEHAMN,SILLAMÄE,0.9763898780315713
Yali Island,Fethiye,0.976123953940221
SAINT PETERSBURG,SILLAMÄE,0.9761166210868761
SKÖLDVIK,UST-LUGA,0.9758742444581809
HOLMSUND,SKELLEFTEHAMN,0.9758492180898586
HÖNSÄTER,LIDKÖPING,0.9758415801611472
Maltepe,Buyukcekmece,0.9757754498024518
KÖPENHAMN,VARBERG,0.9757535874550975
KÖPENHAMN,HALMSTAD,0.9756074966507439
VÄSTERÅS,SÖDERTÄLJE,0.9755879468238476
HELSINKI/HELSINGFORS,PRIMORSK,0.9755463013740755
VÄSTERVIK,ÅHUS,0.9755096287649452
VAASA,MARIEHAMN,0.9754715246724569
Odessa,Sevastopol,0.9754365688744544
FALKENBERG,BROFJORDEN,0.9753873602952672
Ambarli,Beykoz,0.9753217474353073
Derince,Maltepe,0.9751808539456888
VISBY,VAASA,0.9749145323918249
KÖGE,HALMSTAD,0.9745489523155384
MARIEHAMN,KOKKOLA,0.9742958920523888
TROLLHÄTTAN,STENUNGSUND,0.9742489580955865
Beykoz,Bandirmar,0.9742246343354326
Sariyer,Novorossiysk,0.9740737947885862
Limni,Achladi,0.9740305894974013
Ilyichevsk,Yuzhnyy,0.9739826510308979
VISBY,VENTSPILS,0.9739103255999315
KÖGE,VARBERG,0.9738875077795383
DEGERHAMN,UUSIKAUPUNKI/NYSTAD,0.9737117372632281
PRIMORSK,SAINT PETERSBURG,0.9736386289031042
UUSIKAUPUNKI/NYSTAD,OULU,0.9735944221766331
SIMRISHAMN,VÄSTERVIK,0.9735315088945174
MUUGA,TALLIN,0.9734699533520185
OULU,KASKINEN,0.9733122546651364
VÄSTERVIK,SAINT PETERSBURG,0.973243957332183
TALLIN,PALDISKI,0.9732359066169972
KALMAR,MÖNSTERÅS,0.973040938223666
DEGERHAMN,SKÖLDVIK,0.9729945571951294
HARAHOLMEN,UUSIKAUPUNKI/NYSTAD,0.9729313044425909
HARAHOLMEN,OULU,0.9726369136903524
VISBY,UST-LUGA,0.9725555514955174
Canakkale,Karabiga,0.972520704038029
LIDKÖPING,KRISTINEHAMN,0.9725145143004358
Eckerö,MARIEHAMN,0.9724827502097336
MARIEHAMN,PORI/MÄNTYLUOTO,0.972439143819842
TAALINTEHDAS,NAANTALI/NÅDENDAL,0.9724265857664387
Ambarli,Bandirmar,0.9723308376380113
GRISSLEHAMN,MARIEHAMN,0.9721022992338906
FALKENBERG,ÅMÅL,0.9719646097884455
SIMRISHAMN,SKÖLDVIK,0.9719574193045215
SKÖLDVIK,VENTSPILS,0.9719540894898692
KÖPENHAMN,FALKENBERG,0.9719340994195518
RONEHAMN,SKÖLDVIK,0.9719217553293483
VAASA,HUDIKSVALL,0.9719151253033709
Marmaris,Kas,0.9717939224941522
KARLSHAMN,VÄSTERVIK,0.9717600201600907
Maltepe,Sariyer,0.9717396654083688
SKUTSKÄR,SKELLEFTEHAMN,0.9717106867754379
MARIEHAMN,KALAJOKI,0.971684030308705
YSTAD,PRIMORSK,0.9716721764890192
GRISSLEHAMN,HOLMSUND,0.9716320040368578
SAINT PETERSBURG,HUDIKSVALL,0.9716163284089536
Ambarli,Diliskelesi,0.9714817360469746
HELSINKI/HELSINGFORS,VISBY,0.9714225244921314
PRIMORSK,RONEHAMN,0.9713341553293916
VENTSPILS,HUDIKSVALL,0.9712361899378574
KIEL,PRIMORSK,0.9711618733287535
Eckerö,HARAHOLMEN,0.9711506711293855
KALAJOKI,PORI/MÄNTYLUOTO,0.9711233307680611
PRIMORSK,DEGERHAMN,0.971075381536539
Ambarli,Novorossiysk,0.9710666624622811
SILLAMÄE,LOKSA,0.9710422616061837
TRELLEBORG,FALKENBERG,0.970876207729239
Eckerö,HUDIKSVALL,0.9707091721993442
VAASA,TORNIO,0.9706566154788858
SIMRISHAMN,SILLAMÄE,0.9706064324369745
HOLMSUND,KALAJOKI,0.9705507067469521
Parainen,TAALINTEHDAS,0.970327386634311
OULU,KOKKOLA,0.9702228379791554
Rhodes,Marmaris,0.9701115687156555
KIEL,UUSIKAUPUNKI/NYSTAD,0.9700896107299176
YSTAD,RONEHAMN,0.9700828117097614
MARIEHAMN,KASKINEN,0.9700549151402528
Kalimnos Island,Gocek,0.9699463909755166
RONEHAMN,VÄSTERVIK,0.9698294667361336
Mudanya,Erdek,0.9696648488449725
GRISSLEHAMN,UUSIKAUPUNKI/NYSTAD,0.9696042491305366
OULU,HOLMSUND,0.9694740243905617
Yali Island,Kas,0.9693868561129894
HARAHOLMEN,HOLMSUND,0.9692933776285825
HUDIKSVALL,UST-LUGA,0.9691762166539273
VAASA,KALAJOKI,0.9690196687481616
Braila,Sulina (Port Et Zone Franche),0.9689827430957507
KASKINEN,KOKKOLA,0.9689706387741205
VENTSPILS,SILLAMÄE,0.9689299779929815
ÖRNSKÖLDSVIK,HUSUM,0.9689088606990359
Gocek,Kas,0.9688481085112901
PRIMORSK,LOKSA,0.9688443113682167
HANKO/HANGÖ,KOVERHAR,0.9687103451146858
KÖGE,FALKENBERG,0.9686743817999381
Naxos,Syros (Syra),0.9686404208650563
Poti,Batumi,0.9684317005165622
Lappeenranta,VYBORG,0.9683607930938379
BROFJORDEN,STRÖMSTAD,0.9682560709104424
KEMI,TORNIO,0.9681394705726556
PRIMORSK,SILLAMÄE,0.9679999131003837
SIMRISHAMN,YSTAD,0.9679921127345584
TRELLEBORG,ÅMÅL,0.9679768894493653
Yali Island,Rhodes,0.9678959998682695
KIEL,YSTAD,0.9678858898049396
DEGERHAMN,KOKKOLA,0.9678476020901101
SIMRISHAMN,VISBY,0.9677868365285245
HELSINKI/HELSINGFORS,VÄSTERVIK,0.9675930969618103
Amorgos,Thira,0.9675443830674701
SIMRISHAMN,HUDIKSVALL,0.9675204205734068
Rhodes,Thira,0.967511453169158
Kas,Akdeniz,0.9674649759708123
Tuzla,Erdek,0.9672850098293473
PIETARSAARI,HARAHOLMEN,0.9672740464149454
Eckerö,GRISSLEHAMN,0.9672553080880327
DEGERHAMN,SILLAMÄE,0.9671707927285167
TORNIO,SÖDERHAMN,0.9671323793678929
STORUGNS,STRÅ,0.9671232186913475
Eckerö,SKELLEFTEHAMN,0.9669178569503799
UUSIKAUPUNKI/NYSTAD,SKELLEFTEHAMN,0.966833070615252
HARAHOLMEN,KOKKOLA,0.9667837003276847
VAASA,SKELLEFTEHAMN,0.9666453028375251
Eckerö,PORI/MÄNTYLUOTO,0.9665802740736338
Ambarli,Buyukcekmece,0.9665715774092992
RAUMA,GRISSLEHAMN,0.9665546694069231
KIEL,KOKKOLA,0.9663853339668357
HELSINKI/HELSINGFORS,SILLAMÄE,0.9663563453515633
Yuzhnyy,Sevastopol,0.9662570871848652
Amorgos,Rhodes,0.9655387992289926
KIEL,SILLAMÄE,0.9653897126018222
Mytilene,Ayvalik,0.9652877359887438
Eckerö,SÖDERHAMN,0.9651049103943938
Buyukcekmece,Bandirmar,0.9650609060403836
LYSEKIL,UDDEVALLA,0.9647113968865069
LOKSA,UST-LUGA,0.9646849842225699
Canakkale,Sarkoy,0.964549766402412
RAUMA,SKELLEFTEHAMN,0.964485061955274
Patmos,Kalimnos Island,0.9644257080410333
FREDRIKSHAMN,VARBERG,0.9643649793156005
HANKO/HANGÖ,SILLAMÄE,0.9641991693168349
Eckerö,VISBY,0.964101166886221
Nea Karvali,Keramoti,0.9640740982504674
HANKO/HANGÖ,SKÖLDVIK,0.9640667101391461
VISBY,RAUMA,0.9637683080452074
PRIMORSK,SKÖLDVIK,0.9637541901471602
Tel Aviv,Ashdod,0.9636959159890446
VAASA,HARAHOLMEN,0.9634871739629434
YSTAD,VENTSPILS,0.9634267663823752
GRENÅ,BROFJORDEN,0.9633739602120421
GRISSLEHAMN,KOKKOLA,0.963303847401666
PALDISKI,LOKSA,0.9632752481446318
VARBERG,ÅMÅL,0.9632600513564558
PRIMORSK,TRELLEBORG,0.9632492326852431
YSTAD,HELSINKI/HELSINGFORS,0.9632214411565544
Derince,Erdek,0.9631785299845568
Kos,Kas,0.9631019787198397
VAASA,KASKINEN,0.9630907072215892
Gelibolu,Karabiga,0.9630678276488492
Sinop,Fatsa,0.9629959480166184
Sinop,Rize,0.9629959480166184
YSTAD,DEGERHAMN,0.9628900576732329
DEGERHAMN,VÄSTERVIK,0.9628619848857258
SIMRISHAMN,PRIMORSK,0.9627035796247306
TORNIO,OULU,0.9625194547173539
HALMSTAD,ÅMÅL,0.962410555797935
Diliskelesi,Erdek,0.96231019250988
KOKKOLA,SKELLEFTEHAMN,0.9621365686034146
FREDRIKSHAMN,HALMSTAD,0.9620046455845634
Marmaris,Fethiye,0.9619751273765964
YSTAD,SAINT PETERSBURG,0.9616269008825479
KIEL,PORI/MÄNTYLUOTO,0.9616095398366159
Rhodes,Gocek,0.9615584565756128
HELSINKI/HELSINGFORS,HUDIKSVALL,0.9614898182171785
Amorgos,Patmos,0.9613582158755207
PRIMORSK,VENTSPILS,0.9612946242103961
Foca,Mytilene,0.9611283011426475
HÖGANÄS,BROFJORDEN,0.960989858277683
Yuzhnyy,Kherson,0.9608108893702121
YSTAD,KÖPENHAMN,0.9608069003393799
Sulina (Port Et Zone Franche),Ust Dunaysk,0.9605852476234427
VARBERG,STRÖMSTAD,0.9603588632044473
RONEHAMN,UUSIKAUPUNKI/NYSTAD,0.9603390699686529
Ashdod,Ashkelon,0.960275029715794
GRISSLEHAMN,SKUTSKÄR,0.9601571340675465
VISBY,PRIMORSK,0.9600105069963139
HÖNSÄTER,KRISTINEHAMN,0.9598239032131655
LULEÅ,SKELLEFTEHAMN,0.9597536443157682
TRELLEBORG,BROFJORDEN,0.959674045416672
HUDIKSVALL,SILLAMÄE,0.9595192966587266
Ayancik,Fatsa,0.9594795563934644
Ayancik,Rize,0.9594795563934644
SKÖLDVIK,SILLAMÄE,0.9593388748589836
Batumi,Hopa,0.9592860237070595
PIETARSAARI,KASKINEN,0.9592380994352028
RAUMA,HUDIKSVALL,0.9592112253296443
Sariyer,Bandirmar,0.9590410239964535
YSTAD,KÖGE,0.9588719909456679
HOLMSUND,KASKINEN,0.958473593663691
Kos,Kalimnos Island,0.9582859333718508
HANKO/HANGÖ,SAINT PETERSBURG,0.9581755632824969
Kalimnos Island,Marmaris,0.9579874634308585
Eckerö,LULEÅ,0.9579868960051934
DEGERHAMN,PORI/MÄNTYLUOTO,0.9579558851256753
Fethiye,Kas,0.9578116302668013
Kalimnos Island,Kas,0.9577195826421457
TORNIO,HOLMSUND,0.9573872367457734
KARLSHAMN,KARLSKRONA,0.9571570974561812
KOVERHAR,TAALINTEHDAS,0.9570930412104613
Odessa,Kherson,0.9570795167676867
Eckerö,PIETARSAARI,0.9568935549172835
KIEL,VÄSTERVIK,0.9568682771753354
HELSINGÖR,BROFJORDEN,0.9566996558981573
Ambarli,Mudanya,0.9566939536581481
Kalimnos Island,Gulluk,0.9566569331584255
HANKO/HANGÖ,LOKSA,0.9564419954469112
HALMSTAD,STRÖMSTAD,0.956324077280505
HOLMSUND,HUDIKSVALL,0.956297474336646
Thira,Marmaris,0.9559691810090093
LULEÅ,SÖDERHAMN,0.955818101255971
SAINT PETERSBURG,LOKSA,0.9558013183641305
Gelibolu,Sarkoy,0.9557562027490165
SLITE,STRÅ,0.9557507933707236
Haifa,Hadera,0.9556054340803631
HANKO/HANGÖ,RAUMA,0.9555003849807597
YSTAD,HUDIKSVALL,0.9554934823230556
SÖLVESBORG,VÄSTERVIK,0.9554756595754266
VAASA,SÖDERHAMN,0.9553647500366905
TRELLEBORG,UST-LUGA,0.9550574138846856
TALLIN,LOKSA,0.9549089043468116
Beykoz,Mudanya,0.9548166416304544
MARIEHAMN,OULU,0.9541954782104891
RONEHAMN,KOKKOLA,0.9541623812236105
Sarkoy,Tekirdag,0.9540896729338243
HUDIKSVALL,SÖDERHAMN,0.9540528215088407
VISBY,SÖDERHAMN,0.9539829815657209
Beykoz,Novorossiysk,0.9537636538949688
MUUGA,LOKSA,0.9535449097731417
VISBY,SILLAMÄE,0.9535044403700619
Eckerö,TORNIO,0.9534384015640366
LIDKÖPING,GRUVÖN,0.9534146423936458
KÖPING,SÖDERTÄLJE,0.9532725778742247
STENUNGSUND,UDDEVALLA,0.953238689010987
Diliskelesi,Beykoz,0.9532184976263169
Amorgos,Yali Island,0.953151314275101
SKUTSKÄR,SÖDERHAMN,0.9530831199852481
HELSINGÖR,YSTAD,0.953081996911104
Finike,Gocek,0.952478284011865
HELSINGBORG,BROFJORDEN,0.9524035523296628
Eckerö,DEGERHAMN,0.9523897932988826
Rhodes,Fethiye,0.952323575193435
HANKO/HANGÖ,UUSIKAUPUNKI/NYSTAD,0.9520565021611229
OTTERBÄCKEN,KRISTINEHAMN,0.9519967969423974
Marmaris,Finike,0.9519925311761227
KRAMFORS,HÄRNÖSAND,0.9519653593022905
UUSIKAUPUNKI/NYSTAD,SAINT PETERSBURG,0.9518615228829985
YSTAD,HALMSTAD,0.9518356753288905
