,name,port_id,lat_port,lon_port,iso2,h3_5,h3_5_hexring
45,KOTKA,74,60.4667,26.951,fi,851122d7fffffff,"['851122c3fffffff', '851122c7fffffff', '8511228bfffffff', '851122d3fffffff', '8511266ffffffff', '8511229bfffffff', '851122d7fffffff']"
46,KOVERHAR,104,59.88351,23.21656,fi,850898affffffff,"['85089837fffffff', '850898a3fffffff', '850899dbfffffff', '850898abfffffff', '85089833fffffff', '850898a7fffffff', '850898affffffff']"
47,KRAMFORS,321441,62.9345,17.7844,se,8508a953fffffff,"['8508a9cffffffff', '8508a95bfffffff', '8508a957fffffff', '8508a827fffffff', '8508a9cbfffffff', '8508a943fffffff', '8508a953fffffff']"
48,KRISTIINANKAUPUNKI,43024,62.2669,21.38349,fi,850888b3fffffff,"['85088887fffffff', '850888a3fffffff', '85088d4bfffffff', '850888bbfffffff', '850888b7fffffff', '85088d4ffffffff', '850888b3fffffff']"
49,KRISTINEHAMN,21414,59.31659,14.1123,se,8508b567fffffff,"['8508b563fffffff', '8508b577fffffff', '8508b19bfffffff', '8508b56ffffffff', '8508b193fffffff', '8508b52bfffffff', '8508b567fffffff']"
50,KÖGE,55,55.45124,12.183431,dk,851f05c3fffffff,"['851f05d7fffffff', '851f05c7fffffff', '851f05d3fffffff', '851f05cbfffffff', '851f05dbfffffff', '851f05cffffffff', '851f05c3fffffff']"
51,KÖPENHAMN,4305,55.68332,12.5899,dk,851f0583fffffff,"['851f0587fffffff', '851f058ffffffff', '851f0593fffffff', '851f058bfffffff', '851f059bfffffff', '851f0597fffffff', '851f0583fffffff']"
52,KÖPING,989,59.55,16.01669,se,8508b12bfffffff,"['8508b167fffffff', '8508b13bfffffff', '8508b123fffffff', '8508b12ffffffff', '85088693fffffff', '8508b177fffffff', '8508b12bfffffff']"
53,LANDSKRONA,6312,55.8678,12.83,se,851f2e5bfffffff,"['851f232ffffffff', '851f2e4bfffffff', '851f2e43fffffff', '851f2e53fffffff', '851f0597fffffff', '851f2327fffffff', '851f2e5bfffffff']"
54,LIDKÖPING,40042,58.5167,13.05118335,se,8508b477fffffff,"['8508b463fffffff', '8508b467fffffff', '8508b43bfffffff', '8508b42bfffffff', '8508b473fffffff', '8508b40ffffffff', '8508b477fffffff']"
55,LILLA EDET,5053,58.1333,11895.11699,se,8508b2a3fffffff,"['8508b2abfffffff', '8508b2b7fffffff', '8508b2affffffff', '8508b2b3fffffff', '8508b2a7fffffff', '8508b2bbfffffff', '8508b2a3fffffff']"
56,LOVIISA,213497901,60.44905,26.2526,fi,85112663fffffff,"['85112673fffffff', '85112667fffffff', '85112677fffffff', '8511267bfffffff', '8511266ffffffff', '8511266bfffffff', '85112663fffffff']"
57,LULEÅ,49490,65.58393,22.16689,se,8508c683fffffff,"['8508c68ffffffff', '8508c693fffffff', '8508c697fffffff', '8508c687fffffff', '8508c69bfffffff', '8508c68bfffffff', '8508c683fffffff']"
58,LYSEKIL,94,58.26658,11.43327,se,85099a6ffffffff,"['85099a6bfffffff', '85099a67fffffff', '8508b4d7fffffff', '85099a63fffffff', '8508b4d3fffffff', '8508b49bfffffff', '85099a6ffffffff']"
59,LÄNSI,9217,59.522,10.773,no,8509994ffffffff,"['8509994bfffffff', '8509997bfffffff', '85099947fffffff', '85099943fffffff', '85099bb3fffffff', '85099bb7fffffff', '8509994ffffffff']"
60,LÖDÖSE,398,58.0401,12.149,se,8508b4cbfffffff,"['851f25b3fffffff', '851f25b7fffffff', '8508b4cffffffff', '8508b453fffffff', '8508b4c3fffffff', '8508b4dbfffffff', '8508b4cbfffffff']"
61,MALMÖ,932,55.616,13.0255,se,851f05bbfffffff,"['851f0587fffffff', '851f05abfffffff', '851f0517fffffff', '851f058ffffffff', '851f05b3fffffff', '851f05a3fffffff', '851f05bbfffffff']"
62,MARIEHAMN,99,60.0949,19.934,fi,850883c7fffffff,"['850883c3fffffff', '850883d7fffffff', '8508838bfffffff', '8508831bfffffff', '85088313fffffff', '850883cffffffff', '850883c7fffffff']"
63,MARIESTAD,4004,58.717,13.817,se,8508b087fffffff,"['8508b0b3fffffff', '8508b0bbfffffff', '8508b097fffffff', '8508b083fffffff', '8508b54bfffffff', '8508b08ffffffff', '8508b087fffffff']"
64,PORI/MÄNTYLUOTO,8475,61.62,21.485,fi,850888cbfffffff,"['850888dbfffffff', '85088853fffffff', '850888c3fffffff', '85088e37fffffff', '85088e27fffffff', '850888cffffffff', '850888cbfffffff']"
65,NAANTALI/NÅDENDAL,91013,60.467,22.017,fi,85089dbbfffffff,"['85089d87fffffff', '85089db3fffffff', '85089d8ffffffff', '85089dabfffffff', '85089da3fffffff', '85089d17fffffff', '85089dbbfffffff']"
66,NORRKÖPING,1416,58.61,16.194,se,8508b303fffffff,"['8508b30ffffffff', '8508b317fffffff', '8508b30bfffffff', '8508b31bfffffff', '8508b313fffffff', '8508b307fffffff', '8508b303fffffff']"
67,NORRSUNDET,9593,60.9341,17.1671,se,85088503fffffff,"['8508851bfffffff', '8508850bfffffff', '85088513fffffff', '8508850ffffffff', '85088517fffffff', '85088507fffffff', '85088503fffffff']"
68,NYNÄSHAMN,953,58.9,17.95,se,850895bbfffffff,"['850895a3fffffff', '85089517fffffff', '850895b3fffffff', '85089587fffffff', '8508958ffffffff', '850895abfffffff', '850895bbfffffff']"
69,OSKARSHAMN,12,57.25,16.45,se,851f2d17fffffff,"['851f2d13fffffff', '851f2dbbfffffff', '851f2d07fffffff', '851f2d03fffffff', '851f2d8ffffffff', '851f2dabfffffff', '851f2d17fffffff']"
70,OSLO,403,59.9,10.784,no,8509993bfffffff,"['85099907fffffff', '8509990ffffffff', '85099977fffffff', '85099923fffffff', '85099933fffffff', '8509992bfffffff', '8509993bfffffff']"
71,OTTERBÄCKEN,224,58.949,14.0294,se,8508b0b7fffffff,"['8508b0b3fffffff', '8508b54ffffffff', '8508b0a7fffffff', '8508b56bfffffff', '8508b57bfffffff', '8508b0a3fffffff', '8508b0b7fffffff']"
72,OULU,2140,65.0167,25.4667,fi,8508d183fffffff,"['8508d19bfffffff', '8508d193fffffff', '8508d187fffffff', '8508d197fffffff', '8508d18bfffffff', '8508d18ffffffff', '8508d183fffffff']"
73,OXELÖSUND,994,58.667,17.121,se,8508b367fffffff,"['85089593fffffff', '8508b36ffffffff', '8508b363fffffff', '8508b377fffffff', '8508959bfffffff', '8508b32bfffffff', '8508b367fffffff']"
74,PIETARSAARI,3+24442,63.684,22.7272,fi,8508d4d7fffffff,"['8508f26ffffffff', '8508d4c3fffffff', '8508d48bfffffff', '8508d49bfffffff', '8508d4c7fffffff', '8508d4d3fffffff', '8508d4d7fffffff']"
75,RAAHE,3280995,64.6845,24.4836,fi,8508d573fffffff,"['8508d50bfffffff', '8508d57bfffffff', '8508d577fffffff', '8508d563fffffff', '8508d50ffffffff', '8508d547fffffff', '8508d573fffffff']"
76,KALAJOKI,74829,64.1831,23.8332,fi,8508d423fffffff,"['8508d427fffffff', '8508d42ffffffff', '8508d433fffffff', '8508d42bfffffff', '8508d437fffffff', '8508d43bfffffff', '8508d423fffffff']"
77,RAUMA,89,61.1329,21.4995,fi,85088e3bfffffff,"['85088e07fffffff', '85088e0ffffffff', '85088e23fffffff', '85088e77fffffff', '85088e2bfffffff', '85088e33fffffff', '85088e3bfffffff']"
78,RIGA,92248,56.9521,24.08341,lv,851f6073fffffff,"['851f607bfffffff', '851f6047fffffff', '851f600bfffffff', '851f6063fffffff', '851f600ffffffff', '851f6077fffffff', '851f6073fffffff']"
79,RUNDVIK,4620,63.534,19.4449,se,8508f617fffffff,"['8508f603fffffff', '8508f6bbfffffff', '8508f68ffffffff', '8508f6abfffffff', '8508f613fffffff', '8508f607fffffff', '8508f617fffffff']"
80,SIMRISHAMN,350,55.567,14.36666,se,851f2a13fffffff,"['851f2ac7fffffff', '851f2a03fffffff', '851f2a17fffffff', '851f2a8ffffffff', '851f2a8bfffffff', '851f2a1bfffffff', '851f2a13fffffff']"
81,SKELLEFTEHAMN,1945,64.684,21.2518,se,8508f397fffffff,"['8508f383fffffff', '8508f387fffffff', '8508f14bfffffff', '8508f02ffffffff', '8508f393fffffff', '8508f15bfffffff', '8508f397fffffff']"
82,SKOGHALL,94486,59.317,13.4398,se,8508b507fffffff,"['8508b533fffffff', '8508b5abfffffff', '8508b503fffffff', '8508b53bfffffff', '8508b50ffffffff', '8508b517fffffff', '8508b507fffffff']"
83,SKUTSKÄR,848,60.6505,17.4171,se,85088543fffffff,"['8508854bfffffff', '85088547fffffff', '85088557fffffff', '8508854ffffffff', '8508855bfffffff', '85088553fffffff', '85088543fffffff']"
84,SKÖLDVIK,553,60.31,25.56622,fi,8511261bfffffff,"['85112613fffffff', '8511260bfffffff', '85112603fffffff', '85112657fffffff', '851126c7fffffff', '851126cffffffff', '8511261bfffffff']"
85,SLITE,492,57.717,18.816,se,850890c3fffffff,"['850890c7fffffff', '850890d3fffffff', '850890d7fffffff', '850890dbfffffff', '850890cbfffffff', '850890cffffffff', '850890c3fffffff']"
86,SAINT PETERSBURG,190,59.9344,30.322,ru,85110607fffffff,"['85110617fffffff', '85110603fffffff', '8511060ffffffff', '85110633fffffff', '8511063bfffffff', '851106abfffffff', '85110607fffffff']"
87,STOCKHOLM,985,59.3179,18.061,se,85088663fffffff,"['85088677fffffff', '85088673fffffff', '8508866bfffffff', '8508867bfffffff', '85088667fffffff', '8508866ffffffff', '85088663fffffff']"
88,STORUGNS,7324723,57.83332,18.80421,se,850890c7fffffff,"['8508908bfffffff', '850890c3fffffff', '85089013fffffff', '850890d7fffffff', '8508901bfffffff', '850890cffffffff', '850890c7fffffff']"
89,SUNDSVALL,938412,62.416612,17.333234,se,8508a807fffffff,"['8508a803fffffff', '8508a8abfffffff', '8508a833fffffff', '8508a83bfffffff', '8508a80ffffffff', '8508a817fffffff', '8508a807fffffff']"
90,SURTE,12980,57.8333128,12.016734,se,851f25a3fffffff,"['851f25affffffff', '851f25b3fffffff', '851f25b7fffffff', '851f25bbfffffff', '851f25abfffffff', '851f25a7fffffff', '851f25a3fffffff']"
91,SÖDERHAMN,12812,61.3142,17.0812,se,850885a7fffffff,"['8508ae6bfffffff', '8508aadbfffffff', '8508aad3fffffff', '850885affffffff', '850885b7fffffff', '850885a3fffffff', '850885a7fffffff']"
92,SÖDERTÄLJE,4299,59.2,17.832633238,se,8508867bfffffff,"['85088647fffffff', '850895b7fffffff', '85088673fffffff', '8508866bfffffff', '8508864ffffffff', '85088663fffffff', '8508867bfffffff']"
93,SÖLVESBORG,8312,56.0508,14.583321,se,851f285bfffffff,"['851f2843fffffff', '851f2853fffffff', '851f2e2ffffffff', '851f284bfffffff', '851f2e27fffffff', '851f2a97fffffff', '851f285bfffffff']"
94,SÖRÅKER,587,62.51978,17.5134,se,8508a83bfffffff,"['8508a877fffffff', '8508a82bfffffff', '8508a833fffffff', '8508a823fffffff', '8508a807fffffff', '8508a80ffffffff', '8508a83bfffffff']"
95,TALLIN,24325,59.42538,24.74848,ee,85089b1bfffffff,"['85089b13fffffff', '85089b0bfffffff', '85089bc7fffffff', '85089b57fffffff', '85089b03fffffff', '85089bcffffffff', '85089b1bfffffff']"
96,TORNIO,43827439,65.7667,24.1448,fi,8508c283fffffff,"['8508c28bfffffff', '8508c297fffffff', '8508c293fffffff', '8508c287fffffff', '8508c28ffffffff', '8508c29bfffffff', '8508c283fffffff']"
97,TRELLEBORG,782598,55.36668574,13.167417,se,851f0507fffffff,"['851f0533fffffff', '851f05abfffffff', '851f0503fffffff', '851f053bfffffff', '851f0517fffffff', '851f050ffffffff', '851f0507fffffff']"
98,TROLLHÄTTAN,8092,58.284213,12.28358237,se,8508b41bfffffff,"['8508b413fffffff', '8508b40bfffffff', '8508b4cffffffff', '8508b403fffffff', '8508b457fffffff', '8508b4c7fffffff', '8508b41bfffffff']"
99,HÖNSÄTER,8128,58.63347,13.434,se,8508b093fffffff,"['8508b09bfffffff', '8508b097fffffff', '8508b467fffffff', '8508b42ffffffff', '8508b083fffffff', '8508b42bfffffff', '8508b093fffffff']"
100,TURKU/ÅBO,847432,60.4517,22.253,fi,85089d07fffffff,"['85089d0ffffffff', '85089d3bfffffff', '85089dabfffffff', '85089d03fffffff', '85089d33fffffff', '85089d17fffffff', '85089d07fffffff']"
101,UDDEVALLA,4215,58.3555,11.9334,se,8508b48bfffffff,"['8508b49bfffffff', '8508b413fffffff', '8508b48ffffffff', '8508b4d7fffffff', '8508b483fffffff', '8508b4c7fffffff', '8508b48bfffffff']"
102,UUSIKAUPUNKI/NYSTAD,8928379,60.8021,21.4405,fi,85088e47fffffff,"['85088e0bfffffff', '85088e43fffffff', '85088e7bfffffff', '85088e57fffffff', '85088e73fffffff', '85088e4ffffffff', '85088e47fffffff']"
103,VAASA,1049,63.0832,21.616,fi,85088997fffffff,"['85088983fffffff', '85088993fffffff', '8508f25bfffffff', '85088d2ffffffff', '85088987fffffff', '8508f24bfffffff', '85088997fffffff']"
104,VARBERG,743,57.1129,12.249,se,851f218bfffffff,"['851f219bfffffff', '851f218ffffffff', '851f2113fffffff', '851f2183fffffff', '851f21c7fffffff', '851f21d7fffffff', '851f218bfffffff']"
105,VARGÖN,2993948,58.332,12.367,se,8508b41bfffffff,"['8508b413fffffff', '8508b40bfffffff', '8508b4cffffffff', '8508b403fffffff', '8508b457fffffff', '8508b4c7fffffff', '8508b41bfffffff']"
106,VENTSPILS,7464,57.4783,21.51646,lv,8508934bfffffff,"['85089343fffffff', '851f66d3fffffff', '851f669bfffffff', '8508935bfffffff', '851f66d7fffffff', '8508934ffffffff', '8508934bfffffff']"
107,VISBY,88,57.6323,18.2823,se,850896a7fffffff,"['850896affffffff', '850890d3fffffff', '850896a3fffffff', '8508946bfffffff', '850890dbfffffff', '850896b7fffffff', '850896a7fffffff']"
108,VYBORG,9327575,60.716442,28.783328,ru,85110483fffffff,"['8511048ffffffff', '85110497fffffff', '8511049bfffffff', '8511048bfffffff', '85110487fffffff', '85110493fffffff', '85110483fffffff']"
109,VÄNERSBORG,71121,58.3834,12.3167,se,8508b41bfffffff,"['8508b413fffffff', '8508b40bfffffff', '8508b4cffffffff', '8508b403fffffff', '8508b457fffffff', '8508b4c7fffffff', '8508b41bfffffff']"
110,VÄSTERVIK,352995,57.7532,16.583,se,850894d7fffffff,"['850894c7fffffff', '8508b26ffffffff', '8508949bfffffff', '850894d3fffffff', '850894c3fffffff', '8508948bfffffff', '850894d7fffffff']"
111,VÄSTERÅS,90433,59.63,16.552,se,85088697fffffff,"['85088687fffffff', '8508844bfffffff', '85088683fffffff', '8508845bfffffff', '8508b12ffffffff', '85088693fffffff', '85088697fffffff']"
112,YSTAD,130593,55.4333243,13.83,se,851f2acbfffffff,"['851f2adbfffffff', '851f2a53fffffff', '851f0537fffffff', '851f0527fffffff', '851f2acffffffff', '851f2ac3fffffff', '851f2acbfffffff']"
113,ÅHUS,89412,55.93332,14.316325,se,851f2a93fffffff,"['851f2a9bfffffff', '851f2a83fffffff', '851f2e2bfffffff', '851f2e2ffffffff', '851f2a97fffffff', '851f2e67fffffff', '851f2a93fffffff']"
114,ÅMÅL,93251,59.05241,12.716421,se,8508b5d7fffffff,"['8508b59bfffffff', '8508b5d3fffffff', '85099b6ffffffff', '8508b5c3fffffff', '8508b58bfffffff', '8508b5c7fffffff', '8508b5d7fffffff']"
115,ÖREGRUND,4210,60.33421,18.45953,se,85088007fffffff,"['85088003fffffff', '8508803bfffffff', '8508800ffffffff', '850880abfffffff', '85088033fffffff', '85088017fffffff', '85088007fffffff']"
116,ÖRNSKÖLDSVIK,939929,63.283,18.716,se,8508a96ffffffff,"['8508a963fffffff', '8508f6d7fffffff', '8508f69bfffffff', '8508a967fffffff', '8508f6d3fffffff', '8508a96bfffffff', '8508a96ffffffff']"
117,PRIMORSK,45647,60.333233,28.667,ru,851104d3fffffff,"['851131a7fffffff', '851104c3fffffff', '851104d7fffffff', '851104dbfffffff', '8511226ffffffff', '8511226bfffffff', '851104d3fffffff']"
118,NOL,432124,57.917,12.066,se,851f25a3fffffff,"['851f25affffffff', '851f25b3fffffff', '851f25b7fffffff', '851f25bbfffffff', '851f25abfffffff', '851f25a7fffffff', '851f25a3fffffff']"
119,Agnesberg,2321,57.7856,12.0076,se,851f25abfffffff,"['851f25affffffff', '851f2533fffffff', '851f2507fffffff', '851f25bbfffffff', '851f25a3fffffff', '851f2517fffffff', '851f25abfffffff']"
120,STOCKA,958123,61.9042,17.35421,se,8508a85bfffffff,"['8508ae2ffffffff', '8508a853fffffff', '8508a843fffffff', '8508a84bfffffff', '8508aa97fffffff', '8508ae27fffffff', '8508a85bfffffff']"
121,ORRSKÄR,84289,61.22,24.817172,fi,8511240bfffffff,"['85112403fffffff', '8511241bfffffff', '8511240ffffffff', '85112447fffffff', '85112457fffffff', '85112473fffffff', '8511240bfffffff']"
122,MÖNSTERÅS,9492214,57.1,16.56678,se,851f2d07fffffff,"['851f2d33fffffff', '851f2d0ffffffff', '851f2d17fffffff', '851f2d3bfffffff', '851f2d03fffffff', '851f2dabfffffff', '851f2d07fffffff']"
123,BÅLSTA,4949,59.5833,17.504,se,85088607fffffff,"['850886abfffffff', '85088603fffffff', '85088633fffffff', '8508860ffffffff', '8508863bfffffff', '85088617fffffff', '85088607fffffff']"
124,BROFJORDEN,4219,58.35,11.416492,se,85099a67fffffff,"['85099a6ffffffff', '85099a77fffffff', '85099a2bfffffff', '8508b493fffffff', '85099a63fffffff', '8508b49bfffffff', '85099a67fffffff']"
125,DEGERHAMN,9557327,56.3501248,16.4168,se,851f29cbfffffff,"['851f29dbfffffff', '851f29cffffffff', '851f2827fffffff', '851f2953fffffff', '851f29c3fffffff', '851f2837fffffff', '851f29cbfffffff']"
126,BERGKVARA,9238,56.3832,16.0831,se,851f28affffffff,"['851f29dbfffffff', '851f28abfffffff', '851f28a3fffffff', '851f2833fffffff', '851f2837fffffff', '851f28a7fffffff', '851f28affffffff']"
